917,0.00,0.00,0.00,-38.19,5.75,-31.94,0.00,0.00,0.00
959,3.53,13.94,-7.21,7.56,5.56,-34.25,1.63,-0.25,3.56
1002,4.30,15.49,-6.25,87.31,-3.88,-41.38,3.50,-0.06,0.37
1046,-2.58,13.60,-2.10,556.00,-133.63,57.69,3.06,2.94,-12.63
1088,1.50,-21.15,-43.39,1779.56,-473.13,306.00,354.75,18.37,-63.31
1131,4.29,-17.74,-32.29,1820.06,-470.06,459.75,312.88,28.69,-143.63
1176,12.67,-4.50,-34.16,1803.19,-368.94,599.88,59.13,5.19,121.19
1219,18.48,-5.36,-45.28,1802.69,-246.81,645.56,29.31,-17.25,49.63
1265,18.07,-16.11,-47.54,1833.00,-100.06,600.69,13.19,-11.44,-46.69
1309,10.93,-19.63,-34.58,1866.31,-28.81,494.44,353.50,8.06,-118.56
1351,4.71,-8.51,-29.99,1895.44,-21.37,357.31,199.13,13.88,165.94
1394,1.80,-0.67,-38.93,1911.44,-81.12,231.06,27.25,3.63,73.44
1438,-1.34,-9.98,-48.99,1909.00,-221.00,142.56,16.69,5.25,0.50
1481,-3.39,-19.17,-41.95,1888.44,-344.75,152.75,6.88,16.75,-73.06
1523,-1.39,-15.51,-31.09,1857.13,-439.44,232.06,221.13,17.44,-150.38
1565,5.50,-4.93,-32.04,1825.63,-479.25,355.75,32.38,-6.81,119.50
1613,17.62,27.85,-17.33,1532.63,-381.56,462.38,15.63,-21.62,47.94
1658,14.34,30.50,-3.11,137.94,-21.94,179.88,7.25,-23.31,17.06
1701,6.17,16.76,-5.83,138.63,17.75,77.37,3.75,-24.62,10.88
1743,3.01,17.25,-8.57,197.88,17.56,-13.06,4.44,-25.62,2.94
1786,2.47,18.49,-11.00,41.88,4.56,-128.56,9.31,-25.87,0.56
1827,-0.03,13.47,-8.49,-27.69,3.44,4.81,11.19,-26.50,2.13
1869,4.97,14.80,-7.32,-11.81,-59.31,63.38,8.25,-24.37,1.63
1912,5.29,15.18,-6.68,-29.75,-38.38,23.31,6.50,-22.62,1.88
1958,4.26,11.47,-6.40,1.63,-42.31,6.06,5.88,-20.75,2.38
2002,3.34,9.50,-5.98,36.44,-49.31,12.06,5.69,-19.06,1.37
2044,4.30,9.67,-7.24,53.81,-55.00,20.37,5.25,-16.87,-0.75
2086,5.04,10.07,-7.58,31.69,-37.06,17.19,4.75,-15.13,-2.63
2128,4.86,11.00,-9.65,-29.44,-8.88,-7.19,4.63,-14.31,-2.56
2169,0.32,6.58,-8.10,-36.75,-22.19,-22.56,5.38,-14.00,0.12
2213,2.27,7.13,-7.10,32.50,-72.50,9.19,5.56,-11.75,-0.06
2255,3.95,7.80,-7.38,43.44,-63.25,26.25,4.94,-9.06,-1.88
2297,4.43,7.77,-8.56,9.56,-22.62,47.75,3.50,-7.44,-3.06
2347,3.20,7.45,-9.55,13.81,6.88,35.19,1.37,-7.38,-3.69
2390,2.52,7.52,-8.45,0.63,-4.81,7.88,0.69,-7.31,-4.06
2433,3.09,8.00,-8.96,5.94,-14.00,-10.88,1.00,-6.81,-4.19
2473,2.65,8.82,-8.72,-1.94,-23.37,-11.69,1.56,-6.06,-4.19
2516,2.96,8.39,-8.99,-5.38,-25.31,-21.31,2.25,-5.13,-3.88
2558,2.45,8.26,-9.08,-4.81,-18.50,-23.69,3.19,-4.31,-3.63
2614,2.20,8.65,-9.07,-2.81,-20.50,-14.50,4.25,-3.25,-3.38
2657,-0.17,-0.67,0.05,-4.38,-19.94,-19.87,2.19,9.50,-85.69
2702,-0.25,-0.67,0.14,-4.25,-20.81,-20.31,4.13,8.56,-85.62
2746,-0.24,-0.37,-0.07,-5.88,-19.25,-13.31,5.44,8.00,-85.50
2788,-0.07,-0.79,0.26,-12.19,-17.75,-9.06,6.56,7.69,-85.25
2829,-0.09,-0.47,0.09,-8.94,-11.81,-3.06,7.38,7.50,-84.94
2871,0.15,-0.42,0.24,-6.75,-7.31,3.19,7.63,7.56,-84.62
2916,-0.04,-0.34,0.38,-3.88,-2.56,-1.69,7.81,7.63,-84.37
2958,-0.15,-0.44,0.17,1.00,0.88,1.44,7.88,7.63,-84.25
3000,0.06,-0.39,0.03,1.75,3.19,1.31,7.69,7.69,-84.25
